PC1,PC2,source,week
-7.832578053780338,-8.681699866442072,df4,9
-7.911601545732647,-8.971591888401756,df4,9
-6.236923319033758,-4.512439541167487,df4,9
-3.808326442119155,-2.7239748882843347,df4,9
-8.03595659666707,-8.938216059879576,df4,9
-5.601117260739156,-0.6846075033563582,df4,9
-6.8779558727079015,-2.612501540875673,df4,9
-6.777900311768673,-4.740360579014838,df4,9
-6.8820564422551085,-3.7256628140176815,df4,9
-3.689725366947443,-8.499873878764253,df4,9
-8.094278366359587,-9.435751644204764,df4,9
-6.604614190881862,-1.275804004751877,df4,9
24.584244542598718,-4.775811517333509,df4,9
-7.779064309769377,-8.639582772702738,df4,9
-5.72342737789649,-7.3370107184531115,df4,9
-6.168237453868984,-1.1499728473502706,df4,9
1.7775465146665286,-8.418803916443158,df4,9
-8.000195490838095,-8.900410017972929,df4,9
-7.561476521883012,-9.225854282838185,df4,9
-7.336638993982592,-6.271938593511693,df4,9
23.517565151557942,-5.550130620347322,df4,9
-8.06284124690345,-9.146128133015315,df4,9
-8.031976425963267,-8.891782155848295,df4,9
23.9554464926862,-7.41006050555586,df4,9
-7.159313716545211,-9.312017761254257,df4,9
-5.923082750625582,0.35169692202253133,df4,9
-4.776856825088204,-0.36675796432721675,df4,9
-5.80263916167371,-0.9005530433938577,df4,9
-4.204804575007393,3.1121634484372063,df4,9
35.96370424618557,-4.5362628465678005,df4,9
-5.536915738294604,-1.171458414331453,df4,9
-3.8774065777415214,3.466029352753377,df4,9
-5.996032554433099,-0.6494918176503164,df4,9
-7.920085869766541,-9.112559188535846,df4,9
-6.836663019485888,-6.352993345358961,df4,9
-7.533760313271737,-9.21170681961643,df4,9
-5.790742276554523,-0.4521353257353536,df4,9
-6.561613154689365,-2.8301200889026683,df4,9
-5.172670463039172,1.8217239297288332,df4,9
-6.937449129817474,-6.916920425639338,df4,9
-2.445268738084985,-8.65026778324638,df4,9
-6.516940861639585,-9.275893585156112,df4,9
-6.912533282103665,-8.253962961538285,df4,9
-7.323157653883543,-8.52594464038217,df4,9
-6.3277771144703845,-3.2249725278769397,df4,9
-2.5424674720736675,2.536860871982448,df4,9
-6.125647821854884,-7.935572781403545,df4,9
-3.532671947246753,-9.424051509380044,df4,9
-5.442735067814661,-2.0013224581629894,df4,9
-2.4176462614667518,3.847387086574067,df4,9
114.67464103583426,6.48325057667661,df4,9
-5.90928817429077,-0.4662936798168733,df4,9
-6.701769602108718,-4.328199050697608,df4,9
-6.149404254167176,-2.353949756049524,df4,9
-6.22658050041851,-8.127870715058224,df4,9
-6.567185317575988,-5.109937177599759,df4,9
-7.086296371250623,-7.0691657747652155,df4,9
-7.686973713360314,-7.666865474404618,df4,9
-2.989922416275041,7.351934607864084,df4,9
-6.232434662209616,-9.37067552944416,df4,9
-5.898365017459053,-2.735088855216527,df4,9
-6.238250396255994,-2.9582497081913672,df4,9
-5.538716278282178,3.2269972357887573,df4,9
-8.022394553536653,-9.359986445718656,df4,9
12.942758961422632,-7.509725533889507,df4,9
-5.4649555404872325,-2.519232406307333,df4,9
-5.64184012760557,-0.4214747069810618,df4,9
-4.989767449039064,3.4401693049196287,df4,9
-7.651444822204128,-7.175959889288893,df4,9
-6.630248005121233,-9.694065694439278,df4,9
-5.800627907584071,-1.8981502719934382,df4,9
-3.797729988501482,4.263979156184863,df4,9
-5.008432216049296,2.2103267800562043,df4,9
-7.940691693704857,-8.764632257981026,df4,9
-7.532030910637811,-8.625917459012536,df4,9
-6.724535292933787,-3.139143157985098,df4,9
-5.791722689532077,-1.3353291487550327,df4,9
-7.831375099779949,-8.441577021107644,df4,9
-7.464071780551172,-6.993300073807833,df4,9
-1.7257414694925293,-8.067051976903057,df4,9
-6.295686175033577,-4.531677911735911,df4,9
1.9935246736608911,-6.776676980475496,df4,9
-6.137413629778588,-1.4646821184021752,df4,9
-2.48591833198265,-8.904948696345638,df4,9
4.921167297525349,-7.432080853718422,df4,9
-6.831822337747382,-9.107328311069711,df4,9
-5.179235041319544,2.887403591308836,df4,9
-7.857299324255981,-8.986792212853617,df4,9
-3.854149385750453,-9.08782447412734,df4,9
-6.278657998032331,-4.454833334666755,df4,9
-5.295854812297756,2.9757966327256065,df4,9
-6.875951486493648,-4.152145988290758,df4,9
-5.797388331470472,-8.32235351493698,df4,9
-5.463290102117934,2.0281772300323038,df4,9
-6.711783430170055,-4.365041544138074,df4,9
-6.311366039918584,-3.78852036176526,df4,9
-6.118376705285213,-3.881436882626368,df4,9
-5.217708880826073,2.752351924482342,df4,9
72.51427353863608,-4.117895320988775,df4,9
-7.7339999955597065,-7.488972115748592,df4,9
-6.834618980977125,-9.472620210880239,df4,9
-4.159862486228845,5.2582884807409105,df4,9
-5.718499945994758,0.8245161689049474,df4,9
-2.869677621323384,3.4251869312769383,df4,9
-6.773099984358863,-4.453496953585976,df4,9
1.3121266316426672,-8.533283626831047,df4,9
46.199304883654754,-3.7679824738667542,df4,9
-6.779541616149441,-8.801285654296008,df4,9
-6.054855665353776,-2.7388819586437556,df4,9
-6.453588560850424,-9.103306284311575,df4,9
-6.177736673731432,-1.2899315957018305,df4,9
-6.280900311500854,-1.702053715747992,df4,9
-5.922616376283514,-1.2196046771886293,df4,9
-6.029732953818076,-0.22190538260289433,df4,9
-7.963983774317224,-9.296467750132077,df4,9
-5.422253528935929,-9.846593238863214,df4,9
-5.339956119562952,1.3215955856604142,df4,9
-8.090198109446124,-9.3400075146849,df4,9
-5.378549050634942,0.5012706071130156,df4,9
-1.8042695215778075,-2.489788256730122,df4,9
-7.878581596167142,-9.605467290295529,df4,9
-5.678542213303396,-8.41003086377512,df4,9
-6.434968120320528,-2.153085415875295,df4,9
-7.883517635976564,-8.842523466129919,df4,9
-7.457772188193754,-8.895237388875499,df4,9
-7.260620145875369,-6.3995332410003805,df4,9
-7.092241573102458,-9.546980802443015,df4,9
-8.134495435195793,-9.161732531012136,df4,9
-6.82841638599084,-5.788326928244308,df4,9
-7.677544993557372,-8.839453507239655,df4,9
-4.21055825176501,4.757903811734916,df4,9
-5.746746577881876,-0.10724709364537041,df4,9
-7.028814064169383,-8.780053032867869,df4,9
-7.252916075703123,-6.213400119308945,df4,9
-5.990670922208702,-6.176354042917715,df4,9
-6.357105406113989,-1.1491369984455653,df4,9
-7.625867673660338,-8.92855924132525,df4,9
-5.192465818262421,1.6421795184675712,df4,9
-7.020783490127522,-5.715432861554428,df4,9
-7.875938283124059,-8.99164224984283,df4,9
-7.963972686243351,-9.294446559594661,df4,9
-5.0450244781438816,-0.6282171444663065,df4,9
-8.004457944555668,-9.262326715052614,df4,9
-7.557508380303932,-7.701155992671649,df4,9
12.822699770895928,-6.4005200859029845,df4,9
-7.85104493043212,-8.822836542993084,df4,9
-7.630107545512103,-7.396178224874532,df4,9
-6.079491964857115,-1.3587834524809144,df4,9
-2.821782984737651,8.448139089238309,df4,9
-7.800970616051121,-7.5721081085966535,df4,9
-8.025978435952904,-9.08772517221314,df4,9
39.76294928100559,-3.465284708743282,df4,9
-6.052823917852049,-2.7344901528205834,df4,9
-7.7580705162778285,-8.973850030250398,df4,9
-0.18787021028816606,-6.73828151548797,df4,9
-7.728121698795269,-8.086336180222993,df4,9
-7.363020341904213,-6.680233898067274,df4,9
-6.463281923531275,-4.02445672667439,df4,9
-7.280273982581101,-5.87753584113927,df4,9
-8.122013052274523,-8.908837243490199,df4,9
-6.540642381251015,-2.4233707677660354,df4,9
-7.571740820175026,-9.120086891204053,df4,9
-5.311968552358698,-0.08368124384597332,df4,9
-6.265012730705048,-2.117289013233194,df4,9
-5.717109593368386,-0.1786180570204755,df4,9
-5.623926664373291,1.5457092800332752,df4,9
-7.0048245658361745,-7.966258990389234,df4,9
-7.7611042520365,-8.679784489568549,df4,9
-2.4302071001761116,-9.466908578433612,df4,9
-7.951584560951663,-8.816345344687832,df4,9
-7.776381405653703,-8.079309999560147,df4,9
-5.190512324951966,-3.9387149806433963,df4,9
-4.040504620685119,0.0787072112304944,df4,9
-7.453259518514632,-7.539156935237401,df4,9
-5.301530226502685,-0.18980296126176774,df4,9
-7.796601268497468,-8.404479333086236,df4,9
-2.8897119578334247,-8.982360413240512,df4,9
-3.037850327817651,6.8519459190141525,df4,9
-6.8684741339101665,-8.62752052966147,df4,9
-7.7321496944891095,-7.698900987278438,df4,9
-7.062569537297155,-5.207242409666903,df4,9
-6.704768832949301,-2.672627068884878,df4,9
-6.825226643457448,-8.652805138213218,df4,9
-6.810267970641782,-7.043127674101112,df4,9
57.906471548547,5.965419415965158,df4,9
33.06883629298985,-2.261596102127869,df4,9
-7.685770243794208,-8.110404588255571,df4,9
-5.185561114371017,-1.8541850611909687,df4,9
-4.9079210826583255,2.245997463781443,df4,9
8.241229684332774,-8.763839628353484,df4,9
43.770408847881825,-3.9205037672555285,df4,9
-8.051906418041243,-9.119742524474642,df4,9
-7.836182841418418,-8.873489834714961,df4,9
-4.475191472176811,-8.683549252253288,df4,9
-4.869737012253202,0.8860171152025197,df4,9
-7.973515618588998,-9.122321291702288,df4,9
-6.709425831835393,-2.732695963792648,df4,9
-1.7430473578308798,-9.197138232916046,df4,9
-7.461459643000144,-7.106352467717506,df4,9
-7.689270182367059,-8.074846800841353,df4,9
-6.396614567560969,-3.8225416651285347,df4,9
1.3151771804726609,-9.095531424974608,df4,9
-7.260072313010194,-8.149209079133371,df4,9
-4.722017186157638,2.949414733998628,df4,9
-7.7327870867416015,-8.238409985710422,df4,9
-5.883491798242365,-1.6391791839772791,df4,9
-5.074343175283706,2.9488052091299903,df4,9
-7.0420775077962725,-4.523940104911353,df4,9
-5.421696724945424,-2.090717556030158,df4,9
36.45027834957013,-6.2567817926266835,df4,9
28.2489381829341,-7.504453643388581,df4,9
29.470907563405074,-5.669853317240531,df4,9
-1.4408711883536034,3.191203734942822,df4,9
-7.512019855001874,-8.081548255486192,df4,9
-6.078213682833568,-9.636941164599062,df4,9
-8.036533236366633,-9.028663229073901,df4,9
-5.868516134445104,-8.446690792979334,df4,9
-7.77855436950132,-7.37547499647846,df4,9
32.500796499006874,-4.216101698635296,df4,9
-5.155094691830297,0.3684855505539468,df4,9
-6.095034011681541,-2.9524571696520563,df4,9
-6.8901763748430405,-8.696354447317617,df4,9
-7.262126998768018,-6.9191055403440656,df4,9
-6.594515090706553,-8.31984619443619,df4,9
-8.172205838987002,-9.826643765770147,df4,9
-5.46575396437879,-0.18516505155716398,df4,9
-5.102243259378641,1.482830613301271,df4,9
-6.664929500157931,-3.0695674846511785,df4,9
-5.3327744964473895,0.07125527310818326,df4,9
-6.79129790065706,-9.2756194132538,df4,9
-4.701645789268833,3.2279636270538616,df4,9
-7.418349863591822,-6.561762567530795,df4,9
-6.655876026105037,-2.403457803614033,df4,9
-7.103348682804812,-8.894149054914513,df4,9
-6.072231353604967,-0.11100360420287703,df4,9
-7.575410658504001,-7.172383945597468,df4,9
-2.9853090253682537,1.784107478679716,df4,9
-5.012884237515631,-8.232518387415059,df4,9
-6.47349782734227,-9.302729834057438,df4,9
-5.753389798816199,-1.6525544281703772,df4,9
-5.096426839208761,3.695832052362177,df4,9
7.628436357741395,-8.19701913346234,df4,9
38.14051267573652,-0.08093468953233258,df4,9
-6.371246363870911,-2.1254173865699606,df4,9
-6.9826040526848026,-5.0734522311498464,df4,9
-7.251542323950613,-5.742762525157363,df4,9
-6.398654624126823,-6.398669867912636,df4,9
-4.981891810344778,2.150528434993694,df4,9
-7.856044946012083,-9.039922027975397,df4,9
-7.683230435319215,-9.131851193168545,df4,9
-5.854254986907285,-0.6729313957008739,df4,9
-7.042789433960182,-7.967174508997755,df4,9
-7.882509836110045,-8.986822085805162,df4,9
-6.40682222993947,-2.155800316522793,df4,9
-5.978075793132032,-0.8421396898549696,df4,9
-6.096929460198105,-8.371696159924314,df4,9
46.72468809157447,-6.4629651919073385,df4,9
-5.573717284606228,-0.6356165451305312,df4,9
-7.944054495424512,-8.177532039364793,df4,9
-7.32427564024103,-6.017588126959579,df4,9
-4.787937788250221,2.368161643182925,df4,9
-5.787588286751039,-10.067849084275728,df4,9
-7.6135764300045565,-8.06774499967385,df4,9
-6.310066770758704,-9.517152633151172,df4,9
-7.459005807190628,-8.725437007022459,df4,9
-6.394602819650754,-2.8807238598200553,df4,9
-5.140337659703308,1.3220539257854085,df4,9
-4.854813280605607,3.448068146064763,df4,9
-5.927990137108074,-1.0790493249416522,df4,9
11.207913273668243,-10.665511797143385,df4,9
-6.972994252434523,-4.119473004825779,df4,9
-8.043338408319416,-9.045998386372418,df4,9
-4.906742493522416,-2.3345383377312143,df4,9
31.056624305018346,-6.052517296600679,df4,9
-6.595722925608029,-7.035523969352621,df4,9
-5.85259649641757,-1.600018454938524,df4,9
-7.986307485231091,-8.965454703652581,df4,9
-7.683723415966351,-8.99285268971304,df4,9
18.964633354220297,-6.270255840998875,df4,9
20.1886082206352,-6.084388589343026,df4,9
-7.604865494222242,-8.76719825911971,df4,9
-6.889968824571737,-3.313826369203434,df4,9
-5.661041228717943,-7.636356203172075,df4,9
-4.771308045742688,4.871188253642364,df4,9
-6.183694496779549,-1.3282443471960557,df4,9
-6.402820089851136,-3.7887057155589288,df4,9
-6.0317060573084085,-8.229948577154628,df4,9
-5.9877955661939195,-8.645904225896441,df4,9
-7.832031133561964,-8.214608199196709,df4,9
-7.917192313952102,-8.586077970878632,df4,9
-6.199166736153776,-2.6603135869542185,df4,9
-7.0525172451808915,-9.150183233821535,df4,9
-6.060241789856454,-1.3882004388376201,df4,9
-8.087613139229703,-9.026875458021342,df4,9
-6.449673759724833,-2.950994940951498,df4,9
-8.114209647052116,-9.683145716722303,df4,9
-5.932570932295809,-0.5375629845066452,df4,9
-6.201471214502341,-7.10034346963072,df4,9
-7.770302539172737,-8.110545048307772,df4,9
-5.143412114674624,0.10241722475760695,df4,9
-6.361291137064171,-8.262547528643433,df4,9
34.123000894606875,-5.660038992982484,df4,9
-6.60281152811458,-4.153567799110869,df4,9
36.52018146116886,-3.4846028938510227,df4,9
-7.6846492776195765,-9.13787796713706,df4,9
-5.4231306515034845,-8.812518979513111,df4,9
-2.442464512328334,-9.561169027863004,df4,9
-6.821718176018655,-3.2468501011921083,df4,9
-5.395094450182819,-2.26589965952279,df4,9
-7.81143509935628,-8.357635780338653,df4,9
-5.592036498788015,-2.904194143245832,df4,9
-7.502684039521447,-9.28939218711482,df4,9
-7.096003480553677,-4.982733130880364,df4,9
-7.109175427334384,-4.902710227521744,df4,9
-6.136480810420515,-8.994867800633298,df4,9
-6.609795109560545,-2.9595845181519307,df4,9
65.48004465961351,-0.4839976886328181,df4,9
-7.8637665464633555,-8.99769109531039,df4,9
-7.713406549489378,-8.323612327784502,df4,9
-7.6762979200884836,-7.5610631550610625,df4,9
-6.290422327793777,-6.046335653035685,df4,9
-5.644632432980599,-6.9703060995802675,df4,9
-5.6412412323822005,0.3124916703584183,df4,9
-7.915438467973076,-8.747269246424956,df4,9
85.12494764525664,6.1597525752511935,df4,9
-7.475683293578282,-6.090048894390757,df4,9
8.830241339092881,-5.9419630361226945,df4,9
-7.93285212347038,-8.700769903630558,df4,9
-8.023413527357198,-8.161912814637844,df4,9
-7.863327446656863,-9.219959867164283,df4,9
-7.615273271563885,-8.526969739380744,df4,9
-7.380103034154533,-6.688408979420987,df4,9
-5.469232002350706,0.17876208449555736,df4,9
-6.170605609826298,-1.815754524058895,df4,9
-7.766075986757125,-9.218938340886544,df4,9
-5.206657946441358,3.9215851197273883,df4,9
-7.827857090277331,-8.358047113426508,df4,9
-5.436430887054791,0.42369186253541996,df4,9
-7.06253758973342,-4.64838812141604,df4,9
-6.290367280946464,-0.6959975734589624,df4,9
-7.22537253744602,-9.060871254869728,df4,9
-8.11296477843061,-8.939617246300434,df4,9
-5.642900670027283,-1.8948769277066655,df4,9
-5.568971050080679,0.4155101483307016,df4,9
-6.273803104487689,-4.223137182733672,df4,9
-5.740801735815055,-4.3139277500550195,df4,9
-6.746310922170983,-4.350496744754088,df4,9
-7.981933823845229,-9.281451773407149,df4,9
-5.792630856474076,-1.7529867216319328,df4,9
-6.209351693644137,-1.2295327694639877,df4,9
-6.731592050097962,-4.049164440650813,df4,9
35.92963557539866,-6.6585601671844925,df4,9
-7.845334337535032,-8.786357401962677,df4,9
-6.347263845737569,-2.4300114236887116,df4,9
-5.764358612551516,-0.5268082344244513,df4,9
42.12564852046569,-1.6556566714097865,df4,9
-7.78941277751111,-8.800044303557383,df4,9
-5.873354413038454,-7.589154813791332,df4,9
-6.392138519677365,-2.8252471447423226,df4,9
-4.855148123671154,-8.955296132739152,df4,9
-4.931126173612917,-3.6207049545069485,df4,9
-6.649690006170728,-5.294808124946906,df4,9
-6.102860684017945,-3.270302465850806,df4,9
-6.42914769736702,-2.991963937156997,df4,9
-6.364332317747817,-9.106419158406814,df4,9
-6.5393179278104165,-2.5644341958987154,df4,9
-5.398583765335389,0.005995992895163077,df4,9
-5.847964420352658,-8.96844397607172,df4,9
-5.96016835818479,-2.6105825190797405,df4,9
-4.922285812243489,3.5559340058071416,df4,9
-7.926416750972174,-9.238037847848325,df4,9
-5.010636234302684,3.120597437589702,df4,9
-5.551605388537231,-1.2386485165221806,df4,9
-7.908219207453641,-9.320295438747818,df4,9
-4.840228084272206,1.9187287391172805,df4,9
-7.87690034701605,-7.679113934312351,df4,9
-6.3241218556654255,-8.328165305517489,df4,9
3.4705446218463294,-9.083987788081714,df4,9
21.156419576118754,-5.519663484172927,df4,9
-7.878752247812545,-8.506770999923516,df4,9
-4.183426819257602,5.343410983189439,df4,9
11.101830868043189,-8.98939529847756,df4,9
-5.352565716104866,2.182687805251076,df4,9
-7.738557390101551,-8.634883544657947,df4,9
-6.687787102883753,-4.333095786174816,df4,9
-5.796108489493739,-5.321160317124047,df4,9
